Month & Year of Movement,From County,To County,To Location Type,Direct Movements,Indirect Movements
Oct-10,CLWYD,STRATHCLYDE,Slaughterhouse,9,3
Oct-10,CLWYD,TYNE & WEAR,Slaughterhouse,67,26
Oct-10,CLWYD,WEST MIDLANDS,Slaughterhouse,10,0
Oct-10,CLWYD,WEST YORKSHIRE,Slaughterhouse,152,111
Oct-10,CLWYD,,Slaughterhouse,248,88
Oct-10,CORNWALL,AVON,Slaughterhouse,11,0
Oct-10,CORNWALL,BEDFORDSHIRE,Slaughterhouse,135,0
Oct-10,CORNWALL,CORNWALL,Slaughterhouse,"5,802",333
Oct-10,CORNWALL,DEVON,Slaughterhouse,667,364
Oct-10,CORNWALL,DORSET,Slaughterhouse,3,0
Oct-10,CORNWALL,DURHAM,Slaughterhouse,0,0
Oct-10,CORNWALL,ESSEX,Slaughterhouse,0,0
Oct-10,CORNWALL,GRAMPIAN,Slaughterhouse,0,2
Oct-10,CORNWALL,LANCASHIRE,Slaughterhouse,414,14
Oct-10,CORNWALL,LINCOLNSHIRE,Slaughterhouse,1,1
Oct-10,CORNWALL,MID GLAMORGAN,Slaughterhouse,69,0
Oct-10,CORNWALL,SHROPSHIRE,Slaughterhouse,54,15
Oct-10,CORNWALL,SOMERSET,Slaughterhouse,168,0
Oct-10,CORNWALL,SOUTH YORKSHIRE,Slaughterhouse,81,11
Oct-10,CORNWALL,STRATHCLYDE,Slaughterhouse,0,0
Oct-10,CORNWALL,WILTSHIRE,Slaughterhouse,0,15
Oct-10,CORNWALL,,Slaughterhouse,57,80
Oct-10,CUMBRIA,BEDFORDSHIRE,Slaughterhouse,0,1
Oct-10,CUMBRIA,BORDERS,Slaughterhouse,1,1
Oct-10,CUMBRIA,CENTRAL,Slaughterhouse,444,69
Oct-10,CUMBRIA,CHESHIRE,Slaughterhouse,14,21
Oct-10,CUMBRIA,CLEVELAND,Slaughterhouse,420,238
Oct-10,CUMBRIA,CLWYD,Slaughterhouse,0,6
Oct-10,CUMBRIA,CUMBRIA,Slaughterhouse,"2,350",415
Oct-10,CUMBRIA,DEVON,Slaughterhouse,0,1
Oct-10,CUMBRIA,DUMFRIES & GALLOWAY,Slaughterhouse,28,15
Oct-10,CUMBRIA,DURHAM,Slaughterhouse,295,207
Oct-10,CUMBRIA,GRAMPIAN,Slaughterhouse,36,0
Oct-10,CUMBRIA,GREATER MANCHESTER,Slaughterhouse,246,243
Oct-10,CUMBRIA,HIGHLAND,Slaughterhouse,1,0
Oct-10,CUMBRIA,HUMBERSIDE,Slaughterhouse,24,29
Oct-10,CUMBRIA,LANCASHIRE,Slaughterhouse,"3,014",635
Oct-10,CUMBRIA,LINCOLNSHIRE,Slaughterhouse,154,0
Oct-10,CUMBRIA,NORTH YORKSHIRE,Slaughterhouse,209,107
Oct-10,CUMBRIA,SHROPSHIRE,Slaughterhouse,35,13
Oct-10,CUMBRIA,SOUTH YORKSHIRE,Slaughterhouse,122,14
Oct-10,CUMBRIA,STAFFORDSHIRE,Slaughterhouse,12,0
Oct-10,CUMBRIA,STRATHCLYDE,Slaughterhouse,256,74
Oct-10,CUMBRIA,TAYSIDE,Slaughterhouse,123,6
Oct-10,CUMBRIA,TYNE & WEAR,Slaughterhouse,84,0
Oct-10,CUMBRIA,WEST YORKSHIRE,Slaughterhouse,237,225
Oct-10,CUMBRIA,,Slaughterhouse,324,206
Oct-10,DERBYSHIRE,AVON,Slaughterhouse,0,2
Oct-10,DERBYSHIRE,BEDFORDSHIRE,Slaughterhouse,37,28
Oct-10,DERBYSHIRE,CHESHIRE,Slaughterhouse,8,10
Oct-10,DERBYSHIRE,CLEVELAND,Slaughterhouse,0,1
Oct-10,DERBYSHIRE,DERBYSHIRE,Slaughterhouse,481,44
Oct-10,DERBYSHIRE,DEVON,Slaughterhouse,123,106
Oct-10,DERBYSHIRE,DURHAM,Slaughterhouse,1,3
Oct-10,DERBYSHIRE,ESSEX,Slaughterhouse,0,2
Oct-10,DERBYSHIRE,GREATER MANCHESTER,Slaughterhouse,61,41
Oct-10,DERBYSHIRE,HUMBERSIDE,Slaughterhouse,64,55
Oct-10,DERBYSHIRE,LANCASHIRE,Slaughterhouse,223,28
Oct-10,DERBYSHIRE,LINCOLNSHIRE,Slaughterhouse,232,14
Oct-10,DERBYSHIRE,MID GLAMORGAN,Slaughterhouse,33,0
Oct-10,DERBYSHIRE,NORFOLK,Slaughterhouse,0,3
Oct-10,DERBYSHIRE,NORTH YORKSHIRE,Slaughterhouse,0,1
Oct-10,DERBYSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,13,4
Oct-10,DERBYSHIRE,OXFORDSHIRE,Slaughterhouse,95,71
Oct-10,DERBYSHIRE,SHROPSHIRE,Slaughterhouse,274,35
Oct-10,DERBYSHIRE,SOMERSET,Slaughterhouse,1,4
Oct-10,DERBYSHIRE,SOUTH YORKSHIRE,Slaughterhouse,803,144
Oct-10,DERBYSHIRE,STAFFORDSHIRE,Slaughterhouse,621,282
Oct-10,DERBYSHIRE,WEST YORKSHIRE,Slaughterhouse,259,129
Oct-10,DERBYSHIRE,,Slaughterhouse,351,124
Oct-10,DEVON,AVON,Slaughterhouse,35,2
Oct-10,DEVON,BEDFORDSHIRE,Slaughterhouse,61,24
Oct-10,DEVON,CORNWALL,Slaughterhouse,"4,495",200
Oct-10,DEVON,DEVON,Slaughterhouse,"3,552",373
Oct-10,DEVON,DORSET,Slaughterhouse,45,1
Oct-10,DEVON,DURHAM,Slaughterhouse,0,0
Oct-10,DEVON,ESSEX,Slaughterhouse,0,0
Oct-10,DEVON,GLOUCESTERSHIRE,Slaughterhouse,59,50
Oct-10,DEVON,GRAMPIAN,Slaughterhouse,0,1
Oct-10,DEVON,HEREFORD & WORCESTER,Slaughterhouse,0,1
Oct-10,DEVON,KENT,Slaughterhouse,0,36
Oct-10,DEVON,LANCASHIRE,Slaughterhouse,282,76
Oct-10,DEVON,LINCOLNSHIRE,Slaughterhouse,222,0
Oct-10,DEVON,MID GLAMORGAN,Slaughterhouse,196,1
Oct-10,DEVON,OXFORDSHIRE,Slaughterhouse,0,26
Oct-10,DEVON,SHROPSHIRE,Slaughterhouse,670,416
Oct-10,DEVON,SOMERSET,Slaughterhouse,"2,412",122
Oct-10,DEVON,SOUTH YORKSHIRE,Slaughterhouse,34,0
Oct-10,DEVON,STAFFORDSHIRE,Slaughterhouse,9,0
Oct-10,DEVON,SURREY,Slaughterhouse,35,0
Oct-10,DEVON,WARWICKSHIRE,Slaughterhouse,0,5
Oct-10,DEVON,WILTSHIRE,Slaughterhouse,105,90
Oct-10,DEVON,,Slaughterhouse,805,505
Oct-10,DORSET,AVON,Slaughterhouse,168,37
Oct-10,DORSET,BEDFORDSHIRE,Slaughterhouse,40,7
Oct-10,DORSET,CORNWALL,Slaughterhouse,27,11
Oct-10,DORSET,DEVON,Slaughterhouse,79,78
Oct-10,DORSET,DORSET,Slaughterhouse,497,0
Oct-10,DORSET,DYFED,Slaughterhouse,1,0
Oct-10,DORSET,GLOUCESTERSHIRE,Slaughterhouse,0,76
Oct-10,DORSET,HAMPSHIRE,Slaughterhouse,1,1
Oct-10,DORSET,KENT,Slaughterhouse,1,15
Oct-10,DORSET,LANCASHIRE,Slaughterhouse,0,2
Oct-10,DORSET,LINCOLNSHIRE,Slaughterhouse,38,0
Oct-10,DORSET,MID GLAMORGAN,Slaughterhouse,58,0
Oct-10,DORSET,NORFOLK,Slaughterhouse,1,0
Oct-10,DORSET,OXFORDSHIRE,Slaughterhouse,0,5
Oct-10,DORSET,SOMERSET,Slaughterhouse,508,37
Oct-10,DORSET,SOUTH YORKSHIRE,Slaughterhouse,15,0
Oct-10,DORSET,SURREY,Slaughterhouse,18,0
Oct-10,DORSET,WILTSHIRE,Slaughterhouse,61,10
Oct-10,DORSET,,Slaughterhouse,395,70
Oct-10,DUMFRIES & GALLOWAY,AVON,Slaughterhouse,0,0
Oct-10,DUMFRIES & GALLOWAY,BORDERS,Slaughterhouse,2,0
Oct-10,DUMFRIES & GALLOWAY,CENTRAL,Slaughterhouse,"1,256",23
Oct-10,DUMFRIES & GALLOWAY,CLEVELAND,Slaughterhouse,0,17
Oct-10,DUMFRIES & GALLOWAY,CLWYD,Slaughterhouse,0,24
Oct-10,DUMFRIES & GALLOWAY,CUMBRIA,Slaughterhouse,907,136
Oct-10,DUMFRIES & GALLOWAY,DERBYSHIRE,Slaughterhouse,0,4
Oct-10,DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY,Slaughterhouse,137,35
Oct-10,DUMFRIES & GALLOWAY,DURHAM,Slaughterhouse,0,29
Oct-10,DUMFRIES & GALLOWAY,GRAMPIAN,Slaughterhouse,"1,292",12
Oct-10,DUMFRIES & GALLOWAY,GREATER MANCHESTER,Slaughterhouse,20,31
Oct-10,DUMFRIES & GALLOWAY,HIGHLAND,Slaughterhouse,74,23
Oct-10,DUMFRIES & GALLOWAY,HUMBERSIDE,Slaughterhouse,0,2
Oct-10,DUMFRIES & GALLOWAY,LANCASHIRE,Slaughterhouse,192,55
Oct-10,DUMFRIES & GALLOWAY,LINCOLNSHIRE,Slaughterhouse,61,0
Oct-10,DUMFRIES & GALLOWAY,NORTH YORKSHIRE,Slaughterhouse,0,2
Oct-10,DUMFRIES & GALLOWAY,SOMERSET,Slaughterhouse,1,0
Oct-10,DUMFRIES & GALLOWAY,SOUTH YORKSHIRE,Slaughterhouse,95,159
Oct-10,DUMFRIES & GALLOWAY,STRATHCLYDE,Slaughterhouse,"3,308",217
Oct-10,DUMFRIES & GALLOWAY,TAYSIDE,Slaughterhouse,"1,115",118
Oct-10,DUMFRIES & GALLOWAY,TYNE & WEAR,Slaughterhouse,13,0
Oct-10,DUMFRIES & GALLOWAY,,Slaughterhouse,157,139
Oct-10,DURHAM,CENTRAL,Slaughterhouse,177,40
Oct-10,DURHAM,CLEVELAND,Slaughterhouse,480,257
Oct-10,DURHAM,CUMBRIA,Slaughterhouse,163,59
Oct-10,DURHAM,DURHAM,Slaughterhouse,978,245
Oct-10,DURHAM,GREATER MANCHESTER,Slaughterhouse,208,123
Oct-10,DURHAM,HUMBERSIDE,Slaughterhouse,260,53
Oct-10,DURHAM,LANCASHIRE,Slaughterhouse,435,50
Oct-10,DURHAM,LINCOLNSHIRE,Slaughterhouse,237,21
Oct-10,DURHAM,MID GLAMORGAN,Slaughterhouse,1,0
Oct-10,DURHAM,NORTH YORKSHIRE,Slaughterhouse,121,48
Oct-10,DURHAM,SHROPSHIRE,Slaughterhouse,76,28
Oct-10,DURHAM,SOUTH YORKSHIRE,Slaughterhouse,19,0
Oct-10,DURHAM,STAFFORDSHIRE,Slaughterhouse,69,44
Oct-10,DURHAM,STRATHCLYDE,Slaughterhouse,0,0
Oct-10,DURHAM,TYNE & WEAR,Slaughterhouse,27,1
Oct-10,DURHAM,WEST YORKSHIRE,Slaughterhouse,264,210
Oct-10,DURHAM,,Slaughterhouse,156,82
Oct-10,DYFED,AVON,Slaughterhouse,522,358
Oct-10,DYFED,BEDFORDSHIRE,Slaughterhouse,388,274
Oct-10,DYFED,CHESHIRE,Slaughterhouse,12,1
Oct-10,DYFED,CUMBRIA,Slaughterhouse,26,18
Oct-10,DYFED,DERBYSHIRE,Slaughterhouse,0,0
Oct-10,DYFED,DEVON,Slaughterhouse,89,79
Oct-10,DYFED,DURHAM,Slaughterhouse,0,5
Oct-10,DYFED,DYFED,Slaughterhouse,"2,394",189
Oct-10,DYFED,GREATER MANCHESTER,Slaughterhouse,20,14
Oct-10,DYFED,GWYNEDD,Slaughterhouse,1,0
Oct-10,DYFED,HAMPSHIRE,Slaughterhouse,51,4
Oct-10,DYFED,LANCASHIRE,Slaughterhouse,504,17
Oct-10,DYFED,LINCOLNSHIRE,Slaughterhouse,370,178
Oct-10,DYFED,MID GLAMORGAN,Slaughterhouse,"1,383",348
Oct-10,DYFED,OXFORDSHIRE,Slaughterhouse,0,2
Oct-10,DYFED,POWYS,Slaughterhouse,182,0
Oct-10,DYFED,SHROPSHIRE,Slaughterhouse,"1,284",273
Oct-10,DYFED,SOMERSET,Slaughterhouse,503,315
Oct-10,DYFED,STAFFORDSHIRE,Slaughterhouse,3,6
Oct-10,DYFED,STRATHCLYDE,Slaughterhouse,163,97
Oct-10,DYFED,SURREY,Slaughterhouse,382,138
Oct-10,DYFED,WARWICKSHIRE,Slaughterhouse,0,7
Oct-10,DYFED,WEST GLAMORGAN,Slaughterhouse,508,350
Oct-10,DYFED,WILTSHIRE,Slaughterhouse,16,8
Oct-10,DYFED,,Slaughterhouse,276,70
Oct-10,EAST SUSSEX,BEDFORDSHIRE,Slaughterhouse,108,16
Oct-10,EAST SUSSEX,DEVON,Slaughterhouse,0,8
Oct-10,EAST SUSSEX,EAST SUSSEX,Slaughterhouse,107,20
Oct-10,EAST SUSSEX,ESSEX,Slaughterhouse,0,12
Oct-10,EAST SUSSEX,GREATER LONDON,Slaughterhouse,31,0
Oct-10,EAST SUSSEX,HAMPSHIRE,Slaughterhouse,19,21
Oct-10,EAST SUSSEX,KENT,Slaughterhouse,43,21
Oct-10,EAST SUSSEX,MID GLAMORGAN,Slaughterhouse,135,0
Oct-10,EAST SUSSEX,NORFOLK,Slaughterhouse,10,7
Oct-10,EAST SUSSEX,OXFORDSHIRE,Slaughterhouse,3,0
Oct-10,EAST SUSSEX,SOMERSET,Slaughterhouse,168,59
Oct-10,EAST SUSSEX,SURREY,Slaughterhouse,329,0
Oct-10,EAST SUSSEX,WEST SUSSEX,Slaughterhouse,22,0
Oct-10,EAST SUSSEX,,Slaughterhouse,39,0
Oct-10,ESSEX,AVON,Slaughterhouse,11,0
Oct-10,ESSEX,BEDFORDSHIRE,Slaughterhouse,35,6
Oct-10,ESSEX,CAMBRIDGESHIRE,Slaughterhouse,7,0
Oct-10,ESSEX,DEVON,Slaughterhouse,0,4
Oct-10,ESSEX,EAST SUSSEX,Slaughterhouse,0,2
Oct-10,ESSEX,ESSEX,Slaughterhouse,461,72
Oct-10,ESSEX,GREATER LONDON,Slaughterhouse,3,0
Oct-10,ESSEX,HAMPSHIRE,Slaughterhouse,86,61
Oct-10,ESSEX,HUMBERSIDE,Slaughterhouse,0,2
Oct-10,ESSEX,KENT,Slaughterhouse,0,1
Oct-10,ESSEX,LINCOLNSHIRE,Slaughterhouse,57,0
Oct-10,ESSEX,MID GLAMORGAN,Slaughterhouse,24,0
Oct-10,ESSEX,NORFOLK,Slaughterhouse,139,41
Oct-10,ESSEX,SOMERSET,Slaughterhouse,16,8
Oct-10,ESSEX,SOUTH YORKSHIRE,Slaughterhouse,27,0
Oct-10,ESSEX,SUFFOLK,Slaughterhouse,10,2
Oct-10,ESSEX,SURREY,Slaughterhouse,60,0
Oct-10,FIFE,CENTRAL,Slaughterhouse,273,15
Oct-10,FIFE,CUMBRIA,Slaughterhouse,10,13
Oct-10,FIFE,DERBYSHIRE,Slaughterhouse,0,0
Oct-10,FIFE,FIFE,Slaughterhouse,10,42
Oct-10,FIFE,GRAMPIAN,Slaughterhouse,27,15
Oct-10,FIFE,HIGHLAND,Slaughterhouse,9,0
Oct-10,FIFE,HUMBERSIDE,Slaughterhouse,41,0
Oct-10,FIFE,LANCASHIRE,Slaughterhouse,2,9
Oct-10,FIFE,SOUTH YORKSHIRE,Slaughterhouse,0,4
Oct-10,FIFE,STRATHCLYDE,Slaughterhouse,33,125
Oct-10,FIFE,TAYSIDE,Slaughterhouse,373,3
Oct-10,FIFE,,Slaughterhouse,52,12
Oct-10,GLOUCESTERSHIRE,AVON,Slaughterhouse,366,64
Oct-10,GLOUCESTERSHIRE,BEDFORDSHIRE,Slaughterhouse,144,12
Oct-10,GLOUCESTERSHIRE,CHESHIRE,Slaughterhouse,0,1
Oct-10,GLOUCESTERSHIRE,CORNWALL,Slaughterhouse,1,0
Oct-10,GLOUCESTERSHIRE,CUMBRIA,Slaughterhouse,0,0
Oct-10,GLOUCESTERSHIRE,DEVON,Slaughterhouse,0,12
Oct-10,GLOUCESTERSHIRE,DYFED,Slaughterhouse,4,4
Oct-10,GLOUCESTERSHIRE,GLOUCESTERSHIRE,Slaughterhouse,562,37
Oct-10,GLOUCESTERSHIRE,GREATER MANCHESTER,Slaughterhouse,0,4
Oct-10,GLOUCESTERSHIRE,HUMBERSIDE,Slaughterhouse,13,0
Oct-10,GLOUCESTERSHIRE,LANCASHIRE,Slaughterhouse,91,2
Oct-10,GLOUCESTERSHIRE,LINCOLNSHIRE,Slaughterhouse,239,26
Oct-10,GLOUCESTERSHIRE,MID GLAMORGAN,Slaughterhouse,650,0
Oct-10,GLOUCESTERSHIRE,OXFORDSHIRE,Slaughterhouse,102,58
Oct-10,GLOUCESTERSHIRE,SHROPSHIRE,Slaughterhouse,190,7
Oct-10,GLOUCESTERSHIRE,SOMERSET,Slaughterhouse,362,9
Oct-10,GLOUCESTERSHIRE,SOUTH YORKSHIRE,Slaughterhouse,5,0
Oct-10,GLOUCESTERSHIRE,STAFFORDSHIRE,Slaughterhouse,14,15
Oct-10,GLOUCESTERSHIRE,STRATHCLYDE,Slaughterhouse,11,2
Oct-10,GLOUCESTERSHIRE,SURREY,Slaughterhouse,3,0
Oct-10,GLOUCESTERSHIRE,WARWICKSHIRE,Slaughterhouse,20,2
Oct-10,GLOUCESTERSHIRE,WEST MIDLANDS,Slaughterhouse,2,0
Oct-10,GLOUCESTERSHIRE,WEST YORKSHIRE,Slaughterhouse,0,8
Oct-10,GLOUCESTERSHIRE,WILTSHIRE,Slaughterhouse,165,75
Oct-10,GLOUCESTERSHIRE,,Slaughterhouse,436,21
Oct-10,GRAMPIAN,CENTRAL,Slaughterhouse,701,0
Oct-10,GRAMPIAN,CHESHIRE,Slaughterhouse,1,1
Oct-10,GRAMPIAN,CORNWALL,Slaughterhouse,10,0
Oct-10,GRAMPIAN,CUMBRIA,Slaughterhouse,100,24
Oct-10,GRAMPIAN,FIFE,Slaughterhouse,0,3
Oct-10,GRAMPIAN,GRAMPIAN,Slaughterhouse,"10,503",69
Oct-10,GRAMPIAN,HIGHLAND,Slaughterhouse,594,61
Oct-10,GRAMPIAN,LANCASHIRE,Slaughterhouse,1,0
Oct-10,GRAMPIAN,SOMERSET,Slaughterhouse,0,0
Oct-10,GRAMPIAN,STRATHCLYDE,Slaughterhouse,597,109
Oct-10,GRAMPIAN,TAYSIDE,Slaughterhouse,883,65
Oct-10,GRAMPIAN,,Slaughterhouse,"1,763",58
Oct-10,GREATER LONDON,BEDFORDSHIRE,Slaughterhouse,12,0
Oct-10,GREATER LONDON,ESSEX,Slaughterhouse,2,0
Oct-10,GREATER LONDON,GREATER LONDON,Slaughterhouse,7,0
Oct-10,GREATER LONDON,HAMPSHIRE,Slaughterhouse,4,0
Oct-10,GREATER LONDON,SOUTH YORKSHIRE,Slaughterhouse,0,8
Oct-10,GREATER MANCHESTER,AVON,Slaughterhouse,0,0
Oct-10,GREATER MANCHESTER,BEDFORDSHIRE,Slaughterhouse,1,3
Oct-10,GREATER MANCHESTER,CHESHIRE,Slaughterhouse,12,13
Oct-10,GREATER MANCHESTER,CLEVELAND,Slaughterhouse,0,8
Oct-10,GREATER MANCHESTER,DERBYSHIRE,Slaughterhouse,0,2
Oct-10,GREATER MANCHESTER,DEVON,Slaughterhouse,0,3
Oct-10,GREATER MANCHESTER,GREATER MANCHESTER,Slaughterhouse,487,80
Oct-10,GREATER MANCHESTER,HUMBERSIDE,Slaughterhouse,0,4
Oct-10,GREATER MANCHESTER,LANCASHIRE,Slaughterhouse,193,9
Oct-10,GREATER MANCHESTER,MERSEYSIDE,Slaughterhouse,10,0
Oct-10,GREATER MANCHESTER,NORTH YORKSHIRE,Slaughterhouse,0,3
Oct-10,GREATER MANCHESTER,SHROPSHIRE,Slaughterhouse,2,4
Oct-10,GREATER MANCHESTER,SOUTH YORKSHIRE,Slaughterhouse,69,7
Oct-10,GREATER MANCHESTER,STAFFORDSHIRE,Slaughterhouse,8,16
Oct-10,GREATER MANCHESTER,WEST YORKSHIRE,Slaughterhouse,13,26
Oct-10,GREATER MANCHESTER,,Slaughterhouse,18,7
Oct-10,GWENT,AVON,Slaughterhouse,131,54
Oct-10,GWENT,BEDFORDSHIRE,Slaughterhouse,46,8
Oct-10,GWENT,CORNWALL,Slaughterhouse,14,0
Oct-10,GWENT,DEVON,Slaughterhouse,81,35
Oct-10,GWENT,DURHAM,Slaughterhouse,0,2
Oct-10,GWENT,DYFED,Slaughterhouse,15,12
Oct-10,GWENT,GLOUCESTERSHIRE,Slaughterhouse,112,16
Oct-10,GWENT,GREATER MANCHESTER,Slaughterhouse,0,8
Oct-10,GWENT,LANCASHIRE,Slaughterhouse,28,0
Oct-10,GWENT,LINCOLNSHIRE,Slaughterhouse,22,13
Oct-10,GWENT,MID GLAMORGAN,Slaughterhouse,531,0
Oct-10,GWENT,OXFORDSHIRE,Slaughterhouse,0,26
Oct-10,GWENT,POWYS,Slaughterhouse,2,0
Oct-10,GWENT,SHROPSHIRE,Slaughterhouse,85,1
Oct-10,GWENT,SOMERSET,Slaughterhouse,110,27
Oct-10,GWENT,SOUTH YORKSHIRE,Slaughterhouse,4,0
Oct-10,GWENT,STAFFORDSHIRE,Slaughterhouse,1,2
Oct-10,GWENT,SURREY,Slaughterhouse,5,5
Oct-10,GWENT,WARWICKSHIRE,Slaughterhouse,0,1
Oct-10,GWENT,WEST GLAMORGAN,Slaughterhouse,60,10
Oct-10,GWENT,WILTSHIRE,Slaughterhouse,3,3
Oct-10,GWENT,,Slaughterhouse,34,9
Oct-10,GWYNEDD,AVON,Slaughterhouse,3,13
Oct-10,GWYNEDD,BEDFORDSHIRE,Slaughterhouse,75,5
Oct-10,GWYNEDD,CENTRAL,Slaughterhouse,62,62
Oct-10,GWYNEDD,CHESHIRE,Slaughterhouse,17,12
Oct-10,GWYNEDD,CLWYD,Slaughterhouse,66,16
Oct-10,GWYNEDD,CUMBRIA,Slaughterhouse,10,8
Oct-10,GWYNEDD,DERBYSHIRE,Slaughterhouse,64,21
Oct-10,GWYNEDD,DEVON,Slaughterhouse,1,4
Oct-10,GWYNEDD,DURHAM,Slaughterhouse,0,1
Oct-10,GWYNEDD,GRAMPIAN,Slaughterhouse,1,0
Oct-10,GWYNEDD,GREATER MANCHESTER,Slaughterhouse,218,214
Oct-10,GWYNEDD,GWYNEDD,Slaughterhouse,229,122
Oct-10,GWYNEDD,HUMBERSIDE,Slaughterhouse,305,4
Oct-10,GWYNEDD,LANCASHIRE,Slaughterhouse,"2,609",19
Oct-10,GWYNEDD,LINCOLNSHIRE,Slaughterhouse,641,0
Oct-10,GWYNEDD,MID GLAMORGAN,Slaughterhouse,162,11
Oct-10,GWYNEDD,NORFOLK,Slaughterhouse,0,3
Oct-10,GWYNEDD,POWYS,Slaughterhouse,25,0
Oct-10,GWYNEDD,SHROPSHIRE,Slaughterhouse,646,5
Oct-10,GWYNEDD,SOMERSET,Slaughterhouse,3,1
Oct-10,GWYNEDD,SOUTH YORKSHIRE,Slaughterhouse,206,65
Oct-10,GWYNEDD,STAFFORDSHIRE,Slaughterhouse,38,20
Oct-10,GWYNEDD,STRATHCLYDE,Slaughterhouse,57,2
Oct-10,GWYNEDD,TYNE & WEAR,Slaughterhouse,0,6
Oct-10,GWYNEDD,WEST YORKSHIRE,Slaughterhouse,12,27
Oct-10,GWYNEDD,,Slaughterhouse,262,290
Oct-10,HAMPSHIRE,AVON,Slaughterhouse,276,15
Oct-10,HAMPSHIRE,BEDFORDSHIRE,Slaughterhouse,16,0
Oct-10,HAMPSHIRE,CORNWALL,Slaughterhouse,3,0
Oct-10,HAMPSHIRE,DEVON,Slaughterhouse,0,38
Oct-10,HAMPSHIRE,DORSET,Slaughterhouse,22,0
Oct-10,HAMPSHIRE,GLOUCESTERSHIRE,Slaughterhouse,1,19
Oct-10,HAMPSHIRE,HAMPSHIRE,Slaughterhouse,269,6
Oct-10,HAMPSHIRE,KENT,Slaughterhouse,23,1
Oct-10,HAMPSHIRE,LINCOLNSHIRE,Slaughterhouse,91,0
Oct-10,HAMPSHIRE,MID GLAMORGAN,Slaughterhouse,210,0
Oct-10,HAMPSHIRE,OXFORDSHIRE,Slaughterhouse,1,0
Oct-10,HAMPSHIRE,SOMERSET,Slaughterhouse,205,27
Oct-10,HAMPSHIRE,SURREY,Slaughterhouse,179,1
Oct-10,HAMPSHIRE,WEST SUSSEX,Slaughterhouse,2,0
Oct-10,HAMPSHIRE,WILTSHIRE,Slaughterhouse,85,0
Oct-10,HAMPSHIRE,,Slaughterhouse,106,40
Oct-10,HEREFORD & WORCESTER,AVON,Slaughterhouse,530,153
Oct-10,HEREFORD & WORCESTER,BEDFORDSHIRE,Slaughterhouse,216,72
Oct-10,HEREFORD & WORCESTER,CENTRAL,Slaughterhouse,65,0
Oct-10,HEREFORD & WORCESTER,CHESHIRE,Slaughterhouse,4,21
Oct-10,HEREFORD & WORCESTER,DEVON,Slaughterhouse,48,87
Oct-10,HEREFORD & WORCESTER,DURHAM,Slaughterhouse,0,31
Oct-10,HEREFORD & WORCESTER,DYFED,Slaughterhouse,27,39
Oct-10,HEREFORD & WORCESTER,GLOUCESTERSHIRE,Slaughterhouse,210,44
Oct-10,HEREFORD & WORCESTER,GREATER MANCHESTER,Slaughterhouse,1,139
Oct-10,HEREFORD & WORCESTER,HAMPSHIRE,Slaughterhouse,0,22
Oct-10,HEREFORD & WORCESTER,HEREFORD & WORCESTER,Slaughterhouse,98,34
Oct-10,HEREFORD & WORCESTER,LANCASHIRE,Slaughterhouse,31,41
Oct-10,HEREFORD & WORCESTER,LINCOLNSHIRE,Slaughterhouse,301,58
Oct-10,HEREFORD & WORCESTER,MID GLAMORGAN,Slaughterhouse,"1,001",0
Oct-10,HEREFORD & WORCESTER,OXFORDSHIRE,Slaughterhouse,167,116
Oct-10,HEREFORD & WORCESTER,POWYS,Slaughterhouse,23,0
Oct-10,HEREFORD & WORCESTER,SHROPSHIRE,Slaughterhouse,"1,027",54
Oct-10,HEREFORD & WORCESTER,SOMERSET,Slaughterhouse,209,41
Oct-10,HEREFORD & WORCESTER,SOUTH YORKSHIRE,Slaughterhouse,26,0
Oct-10,HEREFORD & WORCESTER,STAFFORDSHIRE,Slaughterhouse,151,115
Oct-10,HEREFORD & WORCESTER,STRATHCLYDE,Slaughterhouse,17,33
Oct-10,HEREFORD & WORCESTER,SURREY,Slaughterhouse,35,0
Oct-10,HEREFORD & WORCESTER,WARWICKSHIRE,Slaughterhouse,46,43
Oct-10,HEREFORD & WORCESTER,WEST GLAMORGAN,Slaughterhouse,2,0
Oct-10,HEREFORD & WORCESTER,WEST MIDLANDS,Slaughterhouse,75,1
Oct-10,HEREFORD & WORCESTER,WEST YORKSHIRE,Slaughterhouse,0,2
Oct-10,HEREFORD & WORCESTER,WILTSHIRE,Slaughterhouse,46,29
Oct-10,HEREFORD & WORCESTER,,Slaughterhouse,418,84
Oct-10,HERTFORDSHIRE,AVON,Slaughterhouse,7,0
Oct-10,HERTFORDSHIRE,BEDFORDSHIRE,Slaughterhouse,44,1
Oct-10,HERTFORDSHIRE,CAMBRIDGESHIRE,Slaughterhouse,5,0
Oct-10,HERTFORDSHIRE,DEVON,Slaughterhouse,0,1
Oct-10,HERTFORDSHIRE,EAST SUSSEX,Slaughterhouse,0,1
Oct-10,HERTFORDSHIRE,ESSEX,Slaughterhouse,31,7
Oct-10,HERTFORDSHIRE,GLOUCESTERSHIRE,Slaughterhouse,31,0
Oct-10,HERTFORDSHIRE,GRAMPIAN,Slaughterhouse,1,2
Oct-10,HERTFORDSHIRE,HAMPSHIRE,Slaughterhouse,0,11
Oct-10,HERTFORDSHIRE,HUMBERSIDE,Slaughterhouse,0,1
